STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA
MO ,Bollinger                   ,29,17,4600,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
MO ,Butler                      ,29,23,16830,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
MO ,Cape Girardeau              ,29,31,27360,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
MO ,Carter                      ,29,35,2320,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
MO ,Dunklin                     ,29,69,13220,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
MO ,Madison                     ,29,123,4710,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
MO ,Mississippi                 ,29,133,5250,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
MO ,New Madrid                  ,29,143,7650,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
MO ,Pemiscot                    ,29,155,7580,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
MO ,Perry                       ,29,157,6930,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
MO ,Reynolds                    ,29,179,2450,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
MO ,Ripley                      ,29,181,5340,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
MO ,Scott                       ,29,201,15520,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
MO ,Stoddard                    ,29,207,11990,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
MO ,Wayne                       ,29,223,5630,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
TN ,Lake                        ,47,95,2360,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
TN ,Obion                       ,47,131,13150,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
TN ,Weakley                     ,47,183,13500,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)
FL ,Bay                         ,12,5,61800,159,PANAMA CITY (FL)                                                     
FL ,Calhoun                     ,12,13,4920,159,PANAMA CITY (FL)                                                     
FL ,Franklin                    ,12,37,4480,159,PANAMA CITY (FL)                                                     
FL ,Gulf                        ,12,45,5190,159,PANAMA CITY (FL)                                                     
FL ,Holmes                      ,12,59,7320,159,PANAMA CITY (FL)                                                     
FL ,Jackson                     ,12,63,17790,159,PANAMA CITY (FL)                                                     
FL ,Liberty                     ,12,77,2520,159,PANAMA CITY (FL)                                                     
FL ,Walton                      ,12,131,18100,159,PANAMA CITY (FL)                                                     
FL ,Washington                  ,12,133,8540,159,PANAMA CITY (FL)                                                     
OH ,Washington                  ,39,167,24790,188,PARKERSBURG (WV)                                                     
WV ,Pleasants                   ,54,73,2870,188,PARKERSBURG (WV)                                                     
WV ,Wood                        ,54,107,35920,188,PARKERSBURG (WV)                                                     
IL ,Fulton                      ,17,57,14680,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Livingston                  ,17,105,13960,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Mclean                      ,17,113,57950,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Marshall                    ,17,123,5200,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Mason                       ,17,125,6230,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Peoria                      ,17,143,71390,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Putnam                      ,17,155,2450,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Stark                       ,17,175,2470,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Tazewell                    ,17,179,49860,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
IL ,Woodford                    ,17,203,12620,117,PEORIA (IL) - BLOOMINGTON (IL)                                       
DE ,Kent                        ,10,1,47820,4,PHILADELPHIA (PA)                                                    
DE ,New Castle                  ,10,3,192620,4,PHILADELPHIA (PA)                                                    
NJ ,Atlantic                    ,34,1,95420,4,PHILADELPHIA (PA)                                                    
NJ ,Burlington                  ,34,5,157940,4,PHILADELPHIA (PA)                                                    
NJ ,Camden                      ,34,7,185840,4,PHILADELPHIA (PA)                                                    
NJ ,Cape May                    ,34,9,42070,4,PHILADELPHIA (PA)                                                    
NJ ,Cumberland                  ,34,11,49320,4,PHILADELPHIA (PA)                                                    
NJ ,Gloucester                  ,34,15,93090,4,PHILADELPHIA (PA)                                                    
NJ ,Mercer                      ,34,21,127930,4,PHILADELPHIA (PA)                                                    
NJ ,Salem                       ,34,33,24150,4,PHILADELPHIA (PA)                                                    
PA ,Berks                       ,42,11,141210,4,PHILADELPHIA (PA)                                                    
PA ,Bucks                       ,42,17,222710,4,PHILADELPHIA (PA)                                                    
PA ,Chester                     ,42,29,161360,4,PHILADELPHIA (PA)                                                    
PA ,Delaware                    ,42,45,204030,4,PHILADELPHIA (PA)                                                    
PA ,Lehigh                      ,42,77,121800,4,PHILADELPHIA (PA)                                                    
PA ,Montgomery                  ,42,91,288950,4,PHILADELPHIA (PA)                                                    
PA ,Northampton                 ,42,95,101890,4,PHILADELPHIA (PA)                                                    
PA ,Philadelphia                ,42,101,572320,4,PHILADELPHIA (PA)                                                    
AZ ,Coconino                    ,4,5,39790,16,PHOENIX (AZ)                                                         
AZ ,Gila                        ,4,7,20410,16,PHOENIX (AZ)                                                         
AZ ,Graham                      ,4,9,10270,16,PHOENIX (AZ)                                                         
AZ ,Greenlee                    ,4,11,2900,16,PHOENIX (AZ)                                                         
AZ ,La Paz                      ,4,12,8990,16,PHOENIX (AZ)                                                         
AZ ,Maricopa                    ,4,13,1201440,16,PHOENIX (AZ)                                                         
AZ ,Mohave                      ,4,15,66770,16,PHOENIX (AZ)                                                         
AZ ,Navajo                      ,4,17,28850,16,PHOENIX (AZ)                                                         
AZ ,Pinal                       ,4,21,67090,16,PHOENIX (AZ)                                                         
AZ ,Yavapai                     ,4,25,73180,16,PHOENIX (AZ)                                                         
MD ,Garrett                     ,24,23,11200,21,PITTSBURGH (PA)                                                      
PA ,Allegheny                   ,42,3,526030,21,PITTSBURGH (PA)                                                      
PA ,Armstrong                   ,42,5,28810,21,PITTSBURGH (PA)                                                      
PA ,Beaver                      ,42,7,71160,21,PITTSBURGH (PA)                                                      
PA ,Butler                      ,42,19,67380,21,PITTSBURGH (PA)                                                      
PA ,Clarion                     ,42,31,16090,21,PITTSBURGH (PA)                                                      
PA ,Fayette                     ,42,51,60610,21,PITTSBURGH (PA)                                                      
PA ,Forest                      ,42,53,1980,21,PITTSBURGH (PA)                                                      
PA ,Greene                      ,42,59,14900,21,PITTSBURGH (PA)                                                      
PA ,Indiana                     ,42,63,33840,21,PITTSBURGH (PA)                                                      
